frame,id,3d_x,3d_y,3d_z,t_x,t_y,t_w,t_h,t_c,f_x,f_y,f_w,f_h,f_c
17,1,23.59,12.55,0.42,1731.947509765625,659.6593933105469,26.0,26.0,-1,1744.2506103515625,541.987898349762,50.0,50.0,-1
18,1,23.55,12.49,0.42,1730.550048828125,656.8734436035156,26.0,26.0,-1,1741.486572265625,542.0903024673462,50.0,50.0,-1
19,1,23.52,12.43,0.41,1729.2359619140625,654.4120483398438,26.0,26.0,-1,1739.760498046875,541.7422518730164,50.0,50.0,-1
20,1,23.48,12.37,0.41,1728.2335205078125,651.7276000976562,26.0,26.0,-1,1736.6632080078125,541.5380148887634,50.0,50.0,-1
21,1,23.46,12.31,0.4,1726.7860107421875,649.1395263671875,26.0,26.0,-1,1735.2694702148438,541.4162979125977,50.0,50.0,-1
22,1,23.44,12.26,0.41,1725.667236328125,646.6058349609375,26.0,26.0,-1,1734.0343017578125,541.4277758598328,50.0,50.0,-1
23,1,23.44,12.21,0.42,1724.5366821289062,644.5417175292969,26.0,26.0,-1,1734.9033203125,541.7760491371155,50.0,50.0,-1
24,1,23.42,12.16,0.41,1723.5142822265625,642.3137512207031,26.0,26.0,-1,1733.4053955078125,541.2810950279236,50.0,50.0,-1
25,1,23.36,12.11,0.38,1722.3119506835938,640.0440673828125,26.0,26.0,-1,1729.1851196289062,540.391966342926,50.0,50.0,-1
26,1,23.36,12.06,0.41,1721.3079833984375,637.9932250976562,26.0,26.0,-1,1729.5416259765625,541.350606918335,50.0,50.0,-1
27,1,23.35,12.02,0.41,1720.0567016601562,636.1373596191406,26.0,26.0,-1,1729.2431030273438,541.5742573738098,50.0,50.0,-1
28,1,23.34,11.96,0.39,1721.3743896484375,633.2866821289062,26.0,26.0,-1,1727.3038940429688,540.6614632606506,50.0,50.0,-1
29,1,23.47,11.88,0.41,1728.684326171875,630.2694396972656,26.0,26.0,-1,1730.5297241210938,541.6813707351685,50.0,50.0,-1
30,1,23.6,11.78,0.47,1736.8934936523438,626.9644775390625,26.0,26.0,-1,1732.4644165039062,544.4684534072876,50.0,50.0,-1
31,1,23.73,11.68,0.48,1744.6853637695312,623.0480346679688,26.0,26.0,-1,1734.8439331054688,545.1605305671692,50.0,50.0,-1
32,1,23.89,11.6,0.51,1749.718017578125,619.0390625,26.0,26.0,-1,1743.3560180664062,546.3195562362671,50.0,50.0,-1
33,1,24.01,11.51,0.47,1753.6293334960938,614.61279296875,26.0,26.0,-1,1749.2901611328125,544.0720725059509,50.0,50.0,-1
34,1,24.09,11.35,0.46,1756.9511108398438,607.7470703125,26.0,26.0,-1,1751.3126831054688,543.7191205024719,50.0,50.0,-1
35,1,24.14,11.19,0.47,1760.4065551757812,600.955322265625,26.0,26.0,-1,1750.713134765625,544.232720375061,50.0,50.0,-1
36,1,24.23,11.05,0.46,1764.1378784179688,594.5127258300781,26.0,26.0,-1,1754.0202026367188,543.9411873817444,50.0,50.0,-1
37,1,24.36,10.91,0.48,1768.8333740234375,588.6424865722656,26.0,26.0,-1,1758.5361938476562,544.5919647216797,50.0,50.0,-1
38,1,24.46,10.79,0.48,1773.994384765625,583.5004577636719,26.0,26.0,-1,1761.4290161132812,544.6301674842834,50.0,50.0,-1
39,1,24.56,10.68,0.49,1779.1014404296875,578.8404235839844,26.0,26.0,-1,1763.8455200195312,545.0268044471741,50.0,50.0,-1
40,1,24.66,10.58,0.49,1783.6705932617188,574.5173950195312,26.0,26.0,-1,1766.9459228515625,545.1140785217285,50.0,50.0,-1
41,1,24.78,10.47,0.51,1788.0657958984375,569.6364135742188,26.0,26.0,-1,1771.570556640625,545.3943748474121,50.0,50.0,-1
42,1,24.87,10.37,0.52,1791.9613037109373,565.16943359375,26.0,26.0,-1,1774.6928100585938,545.7910442352295,50.0,50.0,-1
43,1,24.94,10.27,0.53,1795.9600830078125,560.9354858398438,26.0,26.0,-1,1775.8290405273438,546.303147315979,50.0,50.0,-1
44,1,24.99,10.17,0.53,1799.366455078125,556.8213806152344,26.0,26.0,-1,1775.8944091796875,546.6436424255371,50.0,50.0,-1
45,1,25.07,10.06,0.53,1803.444091796875,552.5345916748047,26.0,26.0,-1,1777.6002197265625,546.7694025039673,50.0,50.0,-1
46,1,25.16,9.98,0.55,1806.7364501953125,548.7537231445312,26.0,26.0,-1,1780.9526977539065,547.2543716430664,50.0,50.0,-1
47,1,25.22,9.89,0.55,1809.3972778320312,544.8453826904297,26.0,26.0,-1,1782.2434692382808,547.4250593185425,50.0,50.0,-1
48,1,25.34,9.79,0.57,1812.449951171875,540.4510498046875,26.0,26.0,-1,1788.393493652344,547.8148403167725,50.0,50.0,-1
49,1,25.4,9.71,0.57,1816.0938720703125,537.0026092529297,26.0,26.0,-1,1789.3504028320312,547.8649101257324,50.0,50.0,-1
50,1,25.45,9.62,0.59,1818.6929931640625,533.3747863769531,26.0,26.0,-1,1789.825134277344,548.5562915802002,50.0,50.0,-1
51,1,25.55,9.55,0.6,1821.8766479492188,530.3535003662109,26.0,26.0,-1,1794.6181640625,548.8523292541504,50.0,50.0,-1
52,1,25.58,9.48,0.61,1823.665954589844,527.3334503173828,26.0,26.0,-1,1794.396484375,549.5187683105469,50.0,50.0,-1
53,1,25.6,9.36,0.62,1823.1455078125,521.9057312011719,26.0,26.0,-1,1795.082092285156,549.5640487670898,50.0,50.0,-1
54,1,25.58,9.24,0.64,1820.4411010742188,516.6345062255859,26.0,26.0,-1,1794.5294189453125,550.1546726226807,50.0,50.0,-1
55,1,25.52,9.13,0.7,1818.72705078125,512.5138549804688,26.0,26.0,-1,1789.8118286132808,552.888729095459,50.0,50.0,-1
56,1,25.51,9.01,0.73,1818.1339111328125,507.6494903564453,26.0,26.0,-1,1787.554931640625,553.9529304504395,50.0,50.0,-1
57,1,25.53,8.95,0.54,1818.0958862304688,503.0005798339844,26.0,26.0,-1,1790.59033203125,545.8300256729126,50.0,50.0,-1
58,1,25.52,8.86,0.53,1818.598388671875,499.31690979003906,26.0,26.0,-1,1788.961853027344,545.6196451187134,50.0,50.0,-1
59,1,25.54,8.77,0.52,1819.248962402344,495.0581359863281,26.0,26.0,-1,1788.9568481445312,545.0161762237549,50.0,50.0,-1
60,1,25.56,8.65,0.52,1820.3812866210935,490.2728271484375,26.0,26.0,-1,1788.48779296875,544.9016857147217,50.0,50.0,-1
61,1,25.57,8.55,0.5,1821.85546875,485.953353881836,26.0,26.0,-1,1787.062744140625,544.4303002357483,50.0,50.0,-1
62,1,25.6,8.45,0.48,1822.837158203125,481.061279296875,26.0,26.0,-1,1787.56494140625,543.579026222229,50.0,50.0,-1
63,1,25.61,8.36,0.44,1823.72021484375,477.036376953125,26.0,26.0,-1,1787.4940185546875,541.6092629432678,50.0,50.0,-1
64,1,25.62,8.31,0.42,1824.3642578125,474.3903045654297,26.0,26.0,-1,1787.277587890625,540.7715148925781,50.0,50.0,-1
65,1,25.63,8.2,0.33,1825.3804321289065,468.9904022216797,26.0,26.0,-1,1786.4666748046875,537.2600932121277,50.0,50.0,-1
66,1,25.65,8.15,0.33,1826.35205078125,466.79356384277344,26.0,26.0,-1,1786.7003784179688,537.4534635543823,50.0,50.0,-1
67,1,25.73,8.08,0.43,1830.2439575195312,464.8589019775391,26.0,26.0,-1,1787.9954833984373,541.4113359451294,50.0,50.0,-1
68,1,25.88,7.99,0.62,1837.0422973632808,463.3477020263672,26.0,26.0,-1,1791.5685424804688,549.1011409759521,50.0,50.0,-1
69,1,25.99,7.94,0.71,1842.06396484375,461.8277130126953,26.0,26.0,-1,1794.2353515625,552.9450178146362,50.0,50.0,-1
70,1,26.17,7.87,0.74,1847.127014160156,458.9520111083984,26.0,26.0,-1,1803.3654174804688,553.4954051971436,50.0,50.0,-1
71,1,26.27,7.78,0.81,1850.183837890625,455.4841918945313,26.0,26.0,-1,1806.8349609375,556.2506742477417,50.0,50.0,-1
72,1,26.31,7.66,0.83,1852.7365112304688,450.8994903564453,26.0,26.0,-1,1805.8521728515625,557.2867259979248,50.0,50.0,-1
73,1,26.4,7.53,0.88,1856.275329589844,445.6938781738281,26.0,26.0,-1,1808.6890869140625,559.170901298523,50.0,50.0,-1
74,1,26.5,7.43,0.95,1859.2868041992188,441.7382202148438,26.0,26.0,-1,1812.192443847656,561.6791114807129,50.0,50.0,-1
75,1,26.55,7.32,0.97,1862.321228027344,437.44068908691406,26.0,26.0,-1,1812.1275024414065,562.4382781982422,50.0,50.0,-1
76,1,26.65,7.22,1.01,1865.24951171875,433.5623626708984,26.0,26.0,-1,1815.3279418945312,564.0150184631348,50.0,50.0,-1
77,1,26.73,7.11,1.07,1868.128662109375,429.3531036376953,26.0,26.0,-1,1817.4920043945312,565.9911251068115,50.0,50.0,-1
78,1,26.79,7.02,1.08,1870.6793212890625,425.6054229736328,26.0,26.0,-1,1819.0587158203125,566.5693817138672,50.0,50.0,-1
79,1,26.85,6.92,1.12,1873.54052734375,421.8889923095703,26.0,26.0,-1,1819.9216918945312,567.8516635894775,50.0,50.0,-1
80,1,26.93,6.83,1.14,1876.304626464844,418.0943145751953,26.0,26.0,-1,1822.55517578125,568.794282913208,50.0,50.0,-1
81,1,26.98,6.76,1.17,1878.6158447265625,415.5334930419922,26.0,26.0,-1,1823.2346801757808,569.599214553833,50.0,50.0,-1
82,1,27.02,6.68,1.19,1880.5237426757808,412.606689453125,26.0,26.0,-1,1823.9546508789065,570.7066555023193,50.0,50.0,-1
83,1,27.07,6.61,1.21,1883.0579833984373,409.81764221191406,26.0,26.0,-1,1824.4607543945312,571.4006061553955,50.0,50.0,-1
84,1,27.15,6.54,1.27,1885.227600097656,407.1085968017578,26.0,26.0,-1,1827.3666381835935,573.2961826324463,50.0,50.0,-1
85,1,27.21,6.48,1.3,1887.185607910156,404.8865814208984,26.0,26.0,-1,1829.0205078125,574.5320625305176,50.0,50.0,-1
86,1,27.28,6.41,1.34,1889.7313232421875,402.2580261230469,26.0,26.0,-1,1831.4934692382808,576.1085224151611,50.0,50.0,-1
87,1,27.33,6.38,1.36,1892.4114379882808,401.3671875,26.0,26.0,-1,1832.315490722656,576.6897220611572,50.0,50.0,-1
88,1,27.36,6.39,1.37,1895.7084350585935,402.56568908691406,26.0,26.0,-1,1831.7101440429688,577.6940002441406,50.0,50.0,-1
89,1,27.46,6.37,1.46,1898.9905395507808,402.69134521484375,26.0,26.0,-1,1835.2837524414065,580.9608058929443,50.0,50.0,-1
90,1,27.57,6.33,1.58,1900.8448486328125,401.5435791015625,26.0,26.0,-1,1840.4420776367188,585.3278484344482,50.0,50.0,-1
91,1,27.57,6.23,1.62,1902.0194091796875,397.9806365966797,26.0,26.0,-1,1838.199279785156,586.7481651306152,50.0,50.0,-1
92,1,27.67,6.11,1.67,1903.0225830078125,393.1428680419922,26.0,26.0,-1,1842.837890625,588.2713851928711,50.0,50.0,-1
93,1,27.76,5.98,1.78,1904.8400268554688,388.6916809082031,26.0,26.0,-1,1846.094787597656,592.0986022949219,50.0,50.0,-1
94,1,27.82,5.87,1.84,1907.2605590820312,384.7204895019531,26.0,26.0,-1,1846.363342285156,594.4050979614258,50.0,50.0,-1
95,1,27.89,5.78,1.88,1910.4453125,381.4002532958984,26.0,26.0,-1,1847.8629760742188,595.7024459838867,50.0,50.0,-1
96,1,28.0,5.67,1.98,1913.873291015625,377.8525085449219,26.0,26.0,-1,1850.2914428710935,599.5236968994141,50.0,50.0,-1
97,1,28.08,5.57,2.03,1917.62744140625,374.3314971923828,26.0,26.0,-1,1852.0946044921875,601.4875640869141,50.0,50.0,-1
98,1,28.19,5.46,2.12,1920.8121948242188,370.7269744873047,26.0,26.0,-1,1855.5198364257808,604.4640121459961,50.0,50.0,-1
99,1,28.26,5.38,2.14,1923.5570068359373,367.7269744873047,26.0,26.0,-1,1856.7535400390625,605.213924407959,50.0,50.0,-1
100,1,28.36,5.26,2.23,1927.1024169921875,363.6734161376953,26.0,26.0,-1,1859.252990722656,608.301513671875,50.0,50.0,-1
101,1,28.45,5.17,2.28,1929.8706665039065,360.22215270996094,26.0,26.0,-1,1862.4572143554688,610.0316352844238,50.0,50.0,-1
102,1,28.51,5.08,2.32,1932.534912109375,357.0873565673828,26.0,26.0,-1,1863.2437744140625,611.4802360534668,50.0,50.0,-1
103,1,28.58,5.0,2.34,1935.2012939453125,354.2103118896485,26.0,26.0,-1,1865.1217651367188,612.1769714355469,50.0,50.0,-1
104,1,28.66,4.91,2.39,1937.781311035156,350.96556091308594,26.0,26.0,-1,1866.966796875,613.7916450500488,50.0,50.0,-1
105,1,28.72,4.83,2.42,1940.1118774414065,347.85791015625,26.0,26.0,-1,1868.3112182617188,614.7745704650879,50.0,50.0,-1
106,1,28.76,4.71,2.48,1940.25,343.35060119628906,26.0,26.0,-1,1869.3823852539065,616.6759414672852,50.0,50.0,-1
107,1,28.67,4.57,2.51,1936.7093505859373,338.30308532714844,26.0,26.0,-1,1863.5786743164065,617.726879119873,50.0,50.0,-1
108,1,28.62,4.46,2.48,1935.7542724609373,333.4230651855469,26.0,26.0,-1,1859.4050903320312,616.4734001159668,50.0,50.0,-1
109,1,28.74,4.31,2.62,1936.4703979492188,328.39754486083984,26.0,26.0,-1,1865.1189575195312,620.882869720459,50.0,50.0,-1
110,1,28.68,4.22,2.45,1938.1552734375,323.10618591308594,26.0,26.0,-1,1860.223388671875,614.7155838012695,50.0,50.0,-1
112,1,28.9,3.97,2.59,1941.3331909179688,313.93406677246094,26.0,26.0,-1,1869.1459350585935,619.0253067016602,50.0,50.0,-1
113,1,28.91,3.82,2.66,1941.0291137695312,308.5980987548828,26.0,26.0,-1,1867.8270263671875,621.2129364013672,50.0,50.0,-1
114,1,28.89,3.71,2.68,1937.6691284179688,303.9649810791016,26.0,26.0,-1,1867.954345703125,621.3651237487793,50.0,50.0,-1
115,1,28.79,3.56,2.86,1930.5013427734373,299.91625213623047,26.0,26.0,-1,1862.9285278320312,627.5761222839355,50.0,50.0,-1
116,1,28.68,3.45,2.89,1925.2709350585935,295.5736999511719,26.0,26.0,-1,1857.7083740234373,628.4502258300781,50.0,50.0,-1
117,1,28.62,3.33,2.91,1922.813415527344,291.0027770996094,26.0,26.0,-1,1854.151428222656,629.0719108581543,50.0,50.0,-1
118,1,28.63,3.19,2.94,1920.54248046875,285.24891662597656,26.0,26.0,-1,1855.3014526367188,629.6164093017578,50.0,50.0,-1
119,1,28.62,3.05,2.97,1918.9601440429688,279.8771438598633,26.0,26.0,-1,1853.7748413085935,630.3036727905273,50.0,50.0,-1
120,1,28.57,2.89,3.01,1917.7210693359373,274.1750793457031,26.0,26.0,-1,1849.5328369140625,631.4588470458984,50.0,50.0,-1
121,1,28.55,2.75,3.08,1916.546142578125,269.6775665283203,26.0,26.0,-1,1846.691650390625,633.9320335388184,50.0,50.0,-1
122,1,28.55,2.61,3.14,1915.5587768554688,264.8459014892578,26.0,26.0,-1,1845.230712890625,635.7674369812012,50.0,50.0,-1
123,1,28.53,2.47,3.19,1914.361267089844,259.8395767211914,26.0,26.0,-1,1842.604736328125,637.330207824707,50.0,50.0,-1
124,1,28.5,2.35,3.24,1913.3667602539065,255.6280746459961,26.0,26.0,-1,1840.0609130859373,638.8166618347168,50.0,50.0,-1
125,1,28.49,2.25,3.27,1912.3607788085935,251.8242645263672,26.0,26.0,-1,1838.8101196289065,639.6013488769531,50.0,50.0,-1
126,1,28.49,2.12,3.32,1911.4585571289065,247.267822265625,26.0,26.0,-1,1837.6371459960935,641.1103706359863,50.0,50.0,-1
127,1,28.47,2.02,3.35,1910.2288208007808,243.90526580810547,26.0,26.0,-1,1835.9175415039065,642.0604705810547,50.0,50.0,-1
128,1,28.45,1.91,3.4,1909.60595703125,240.05211639404297,26.0,26.0,-1,1833.48681640625,643.5426788330078,50.0,50.0,-1
129,1,28.45,1.8,3.45,1908.8125,236.343376159668,26.0,25.99999999999997,-1,1832.5545654296875,645.0968017578125,50.0,50.0,-1
130,1,28.44,1.7,3.47,1908.1566162109373,232.78668212890625,26.0,26.0,-1,1831.1402587890625,645.4616279602051,50.0,50.0,-1
131,1,28.46,1.61,3.51,1907.2239379882808,229.39324188232425,26.0,26.0,-1,1831.7201538085935,646.5582046508789,50.0,50.0,-1
132,1,28.44,1.5,3.52,1906.2689819335935,225.3669891357422,26.0,26.0,-1,1830.35693359375,646.917308807373,50.0,50.0,-1
133,1,28.44,1.43,3.52,1905.3616333007808,222.4436798095703,26.0,26.0,-1,1830.02001953125,646.513484954834,50.0,50.0,-1
134,1,28.44,1.34,3.58,1905.360412597656,219.58890533447263,26.0,26.0,-1,1828.5380859375,648.5388107299805,50.0,50.0,-1
135,1,28.44,1.27,3.58,1904.6116333007808,216.7941436767578,26.0,26.0,-1,1828.518798828125,648.2137832641602,50.0,50.0,-1
136,1,28.43,1.19,3.6,1904.1954345703125,213.7783966064453,26.0,26.0,-1,1827.3240966796875,648.8481788635254,50.0,50.0,-1
137,1,28.38,1.15,3.59,1901.780334472656,211.91388702392575,26.0,26.0,-1,1825.9395751953125,648.1747436523438,50.0,50.0,-1
138,1,28.12,1.18,3.66,1887.8438720703125,213.83324432373047,26.0,26.0,-1,1818.6990966796875,650.6035652160645,50.0,50.0,-1
139,1,27.76,1.41,3.69,1875.172119140625,223.897087097168,26.0,26.0,-1,1805.3597412109373,652.3585205078125,50.0,50.0,-1
140,1,27.55,1.77,3.66,1867.812744140625,237.8623046875,26.0,26.0,-1,1800.385009765625,652.0433502197266,50.0,50.0,-1
141,1,27.39,2.03,3.61,1861.966552734375,247.4717025756836,26.0,26.0,-1,1797.3731689453125,650.9132080078125,50.0,50.0,-1
142,1,27.21,2.25,3.62,1854.162841796875,256.3731002807617,26.0,26.0,-1,1792.6773681640625,651.820240020752,50.0,50.0,-1
143,1,27.04,2.42,3.64,1846.9917602539065,263.44771575927734,26.0,26.0,-1,1787.7268676757808,652.6895294189453,50.0,50.0,-1
144,1,26.85,2.61,3.63,1839.3359375,270.9139175415039,26.0,26.0,-1,1782.805908203125,653.0358581542969,50.0,50.0,-1
145,1,26.67,2.77,3.65,1832.1779174804688,277.5533599853516,26.0,26.0,-1,1776.7618408203125,654.0954360961914,50.0,50.0,-1
146,1,26.51,2.94,3.67,1824.6567993164065,284.489860534668,26.0,26.0,-1,1773.292724609375,654.844352722168,50.0,50.0,-1
147,1,26.36,3.1,3.67,1818.2131958007808,290.6965789794922,26.0,26.0,-1,1769.4723510742188,655.3424072265625,50.0,50.0,-1
148,1,26.23,3.23,3.7,1812.493225097656,296.2285842895508,26.0,26.0,-1,1765.73583984375,656.7524642944336,50.0,50.0,-1
149,1,26.09,3.36,3.72,1805.9671630859373,301.6905975341797,26.0,26.0,-1,1762.1738891601562,657.7930603027344,50.0,50.0,-1
150,1,25.95,3.47,3.74,1800.80078125,306.1997528076172,26.0,26.0,-1,1757.4819946289062,658.7143936157227,50.0,50.0,-1
151,1,25.81,3.6,3.75,1794.680725097656,311.7530746459961,26.0,26.0,-1,1753.7261962890625,659.3648452758789,50.0,50.0,-1
152,1,25.68,3.71,3.76,1789.7770385742188,316.17405700683594,26.0,26.0,-1,1749.4569702148438,659.8967208862305,50.0,50.0,-1
153,1,25.56,3.83,3.78,1785.045654296875,321.0904083251953,26.0,26.0,-1,1745.4908447265625,660.8214874267578,50.0,50.0,-1
154,1,25.47,3.93,3.82,1780.2964477539062,325.4587173461914,26.0,26.0,-1,1743.0267944335938,662.6084060668945,50.0,50.0,-1
155,1,25.33,4.03,3.82,1775.5473022460938,329.8526611328125,26.0,26.0,-1,1738.1846313476562,663.0321578979492,50.0,50.0,-1
156,1,25.23,4.13,3.83,1771.4810180664062,333.739501953125,26.0,26.0,-1,1735.4599609375,663.4643859863281,50.0,50.0,-1
157,1,25.13,4.23,3.85,1766.9282836914062,337.92803955078125,26.0,26.0,-1,1732.4639282226562,664.4354476928711,50.0,50.0,-1
158,1,25.03,4.31,3.87,1762.98779296875,341.6227722167969,26.0,26.0,-1,1728.8685913085938,665.5155944824219,50.0,50.0,-1
159,1,24.93,4.41,3.88,1759.0594482421875,345.5548858642578,26.0,26.0,-1,1725.4575805664062,665.9635925292969,50.0,50.0,-1
160,1,24.84,4.51,3.89,1754.6990356445312,349.5240936279297,26.0,26.0,-1,1723.9717407226562,666.6684494018555,50.0,50.0,-1
161,1,24.74,4.58,3.92,1750.9645385742188,352.8168487548828,26.0,26.0,-1,1719.9903564453125,667.9724578857422,50.0,50.0,-1
162,1,24.66,4.67,3.93,1747.1201782226562,356.5249328613281,26.0,26.0,-1,1718.3424072265625,668.6616744995117,50.0,50.0,-1
163,1,24.57,4.75,3.96,1743.3639526367188,359.8325958251953,26.0,26.0,-1,1714.8544311523438,669.7095565795898,50.0,50.0,-1
164,1,24.45,4.83,3.96,1739.9285888671875,363.3686218261719,26.0,26.0,-1,1710.1853637695312,670.2938690185547,50.0,50.0,-1
165,1,24.39,4.9,3.99,1736.344970703125,366.3736724853516,26.0,26.0,-1,1709.0198974609375,671.4202117919922,50.0,50.0,-1
166,1,24.29,4.98,4.0,1732.8658447265625,369.6598815917969,26.0,26.0,-1,1705.3616333007812,671.7870254516602,50.0,50.0,-1
167,1,24.22,5.05,4.01,1729.5590209960938,372.41896057128906,26.0,26.0,-1,1703.475830078125,672.3632202148438,50.0,50.0,-1
168,1,24.14,5.12,4.01,1726.4729614257812,375.29774475097656,26.0,26.0,-1,1700.9862670898438,672.8049621582031,50.0,50.0,-1
169,1,24.08,5.2,4.04,1722.8162231445312,378.5601196289063,26.0,26.0,-1,1699.6222534179688,673.8326034545898,50.0,50.0,-1
170,1,24.02,5.26,4.06,1719.8659057617188,381.1708526611328,26.0,26.0,-1,1698.6903076171875,674.6726760864258,50.0,50.0,-1
171,1,23.95,5.34,4.07,1717.3237915039062,384.4107666015625,26.0,26.0,-1,1696.1898193359375,675.1840057373047,50.0,50.0,-1
172,1,23.96,5.49,4.08,1718.7500610351562,390.80958557128906,26.0,26.0,-1,1696.5964965820312,676.2429428100586,50.0,50.0,-1
173,1,24.03,5.69,4.07,1721.8817138671875,398.7251281738281,26.0,26.0,-1,1700.3084716796875,676.3968048095703,50.0,50.0,-1
174,1,23.98,5.85,4.12,1719.31787109375,405.3401336669922,26.0,26.0,-1,1700.200439453125,678.569694519043,50.0,50.0,-1
175,1,23.82,6.05,4.13,1711.8515625,413.26661682128906,26.0,26.0,-1,1695.755126953125,679.6515808105469,50.0,50.0,-1
176,1,23.67,6.26,4.16,1705.0090942382812,421.8324432373047,26.0,26.0,-1,1692.2921142578125,681.441047668457,50.0,50.0,-1
177,1,23.51,6.5,4.17,1698.697509765625,431.7250213623047,26.0,26.0,-1,1687.7599487304688,682.3597412109375,50.0,50.0,-1
178,1,23.38,6.71,4.2,1693.5453491210938,440.37461853027344,26.0,26.0,-1,1683.4816284179688,684.1563873291016,50.0,50.0,-1
179,1,23.28,6.93,4.22,1688.8948364257812,449.35231018066406,26.0,26.0,-1,1681.9776000976562,685.6046295166016,50.0,50.0,-1
180,1,23.17,7.13,4.24,1684.5504760742188,457.5415954589844,26.0,26.0,-1,1678.9502563476562,687.094612121582,50.0,50.0,-1
181,1,23.09,7.32,4.28,1680.7551879882812,465.11497497558594,26.0,26.0,-1,1677.1718139648438,688.8462066650391,50.0,50.0,-1
182,1,22.99,7.5,4.31,1677.1068725585938,472.6602478027344,26.0,26.0,-1,1674.3199462890625,690.5914306640625,50.0,50.0,-1
183,1,22.9,7.68,4.33,1673.2999877929688,480.3034210205078,26.0,26.0,-1,1671.8374633789062,692.1160507202148,50.0,50.0,-1
184,1,22.82,7.85,4.35,1669.9780883789062,487.2020263671875,26.0,26.0,-1,1669.56201171875,693.5785217285156,50.0,50.0,-1
185,1,22.74,8.03,4.39,1666.107940673828,494.4955139160156,26.0,26.0,-1,1667.8410034179688,695.4291152954102,50.0,50.0,-1
186,1,22.66,8.2,4.4,1662.9814453125,501.4430236816406,26.0,26.0,-1,1665.9219970703125,696.6002731323242,50.0,50.0,-1
187,1,22.59,8.34,4.43,1659.8406066894531,507.31536865234375,26.0,26.0,-1,1664.2620849609375,697.9115982055664,50.0,50.0,-1
188,1,22.51,8.5,4.44,1656.8755798339844,513.7266387939453,26.0,26.0,-1,1662.1403198242188,699.1408233642578,50.0,50.0,-1
189,1,22.44,8.63,4.47,1654.0784606933594,519.3479461669922,26.0,26.0,-1,1659.72509765625,700.6516723632812,50.0,50.0,-1
190,1,22.37,8.77,4.5,1651.4224853515625,525.0644073486328,26.0,26.0,-1,1657.8787841796875,702.4589614868164,50.0,50.0,-1
191,1,22.32,8.92,4.52,1648.8792724609375,530.9400939941406,26.0,26.0,-1,1656.5184326171875,703.4790420532227,50.0,50.0,-1
192,1,22.25,9.04,4.55,1646.1318969726562,535.96630859375,26.0,26.0,-1,1654.5780029296875,705.0205535888672,50.0,50.0,-1
193,1,22.2,9.17,4.57,1643.5611572265625,541.5374298095703,26.0,26.0,-1,1653.5918579101562,706.2722244262695,50.0,50.0,-1
194,1,22.13,9.3,4.59,1641.0895690917969,546.6395874023438,26.0,26.0,-1,1651.610107421875,707.7478561401367,50.0,50.0,-1
195,1,22.09,9.41,4.62,1638.6117553710938,551.3555145263672,26.0,26.0,-1,1650.9852294921875,709.3274917602539,50.0,50.0,-1
196,1,22.05,9.54,4.64,1637.3703308105469,556.7945098876953,26.0,26.0,-1,1649.633056640625,710.6992721557617,50.0,50.0,-1
