frame,id,3d_x,3d_y,3d_z,t_x,t_y,t_w,t_h,t_c,f_x,f_y,f_w,f_h,f_c
11,8,24.1,23.28,11.92,1662.2047729492188,1052.0327758789062,26.0,26.0,-1,1852.2015380859373,1083.971160888672,50.0,50.0,-1
12,9,19.21,15.57,7.9,1496.685089111328,775.191650390625,26.0,26.0,-1,1540.1690063476562,775.7277984619141,50.0,50.0,-1
12,8,24.07,23.32,11.92,1661.3873291015625,1053.398681640625,26.0,26.0,-1,1851.0015869140625,1084.2887268066406,50.0,50.0,-1
13,9,19.11,15.6,7.89,1491.81640625,776.1360778808594,26.0,26.0,-1,1535.8289794921875,775.2214813232422,50.0,50.0,-1
13,8,24.05,23.35,11.91,1660.4642333984375,1054.7019348144531,26.0,26.0,-1,1850.0208129882808,1084.6561889648438,50.0,50.0,-1
14,9,18.98,15.63,7.88,1486.8175048828125,777.351318359375,26.0,26.0,-1,1530.2376708984375,774.784423828125,50.0,50.0,-1
14,8,24.04,23.4,11.9,1660.2260131835938,1056.3196411132812,26.0,26.0,-1,1850.042724609375,1084.6369323730469,50.0,50.0,-1
15,9,18.87,15.67,7.86,1482.3163452148438,778.7054138183594,26.0,26.0,-1,1525.0501098632812,774.3465728759766,50.0,50.0,-1
15,8,24.06,23.45,11.9,1661.2096557617188,1058.3228149414062,26.0,26.0,-1,1851.5487060546875,1086.0645446777344,50.0,50.0,-1
16,9,18.76,15.69,7.85,1478.1851501464844,779.6622314453125,26.0,26.0,-1,1520.1140747070312,773.8333587646484,50.0,50.0,-1
16,8,24.11,23.54,11.92,1663.2770385742188,1061.4728393554688,26.0,26.0,-1,1855.4545288085935,1088.386962890625,50.0,50.0,-1
17,9,18.65,15.72,7.84,1474.0371704101562,780.891357421875,26.0,26.0,-1,1515.2846069335938,773.7324981689453,50.0,50.0,-1
17,8,24.15,23.62,11.91,1664.735595703125,1064.6172790527344,26.0,26.0,-1,1858.2664794921875,1089.847686767578,50.0,50.0,-1
18,9,18.55,15.76,7.83,1469.7502136230469,782.1169128417969,26.0,26.0,-1,1510.568359375,773.4227294921875,50.0,50.0,-1
18,8,24.17,23.7,11.91,1665.2198486328125,1067.24755859375,26.0,26.0,-1,1861.63525390625,1091.3677368164062,50.0,50.0,-1
19,9,18.44,15.79,7.82,1465.70751953125,783.15234375,26.0,26.0,-1,1505.5552978515625,772.8328247070312,50.0,50.0,-1
19,8,24.17,23.76,11.92,1665.3145141601562,1069.370361328125,26.0,26.0,-1,1862.404357910156,1092.598876953125,50.0,50.0,-1
20,9,18.35,15.82,7.81,1461.509796142578,784.310302734375,26.0,26.0,-1,1502.0662841796875,772.9017639160156,50.0,50.0,-1
20,8,24.17,23.82,11.92,1665.4088745117188,1071.6925964355469,26.0,26.0,-1,1862.4048461914065,1093.8580932617188,50.0,50.0,-1
21,9,18.25,15.85,7.8,1457.8056640625,785.559814453125,26.0,26.0,-1,1497.0445556640625,772.2557983398438,50.0,50.0,-1
21,8,24.16,23.89,11.92,1664.9500122070312,1074.0447998046875,26.0,26.0,-1,1862.8882446289065,1095.4569702148438,50.0,50.0,-1
22,9,18.16,15.87,7.79,1454.2248840332031,786.2593078613281,26.0,26.0,-1,1492.6306762695312,772.0157775878906,50.0,50.0,-1
22,8,24.14,23.95,11.92,1664.3203735351562,1076.1828308105469,26.0,26.0,-1,1863.0291748046875,1096.4532775878906,50.0,50.0,-1
23,9,18.06,15.9,7.77,1450.2528076171875,787.4281311035156,26.0,26.0,-1,1488.378662109375,771.5056304931641,50.0,50.0,-1
23,8,24.12,24.02,11.92,1663.605712890625,1078.8948974609375,26.0,26.0,-1,1862.7008056640625,1097.6544494628906,50.0,50.0,-1
24,9,17.96,15.93,7.77,1446.8244018554688,788.6090087890625,26.0,26.0,-1,1483.3221435546875,771.4294586181641,50.0,50.0,-1
24,8,24.11,24.08,11.93,1662.9498291015625,1081.0626525878906,26.0,26.0,-1,1862.4890747070312,1099.2135620117188,50.0,50.0,-1
25,9,17.88,15.96,7.75,1443.2752685546875,789.4695129394531,26.0,26.0,-1,1479.660888671875,770.9146118164062,50.0,50.0,-1
25,8,24.08,24.15,11.92,1662.2330932617188,1083.6336669921875,26.0,26.0,-1,1862.226501464844,1100.2698974609375,50.0,50.0,-1
26,9,17.79,15.97,7.75,1439.9430847167969,790.1420288085938,26.0,26.0,-1,1474.9545288085938,770.6658935546875,50.0,50.0,-1
26,8,24.06,24.21,11.91,1661.3193359375,1085.5623779296875,26.0,26.0,-1,1862.1481323242188,1100.8888244628906,50.0,50.0,-1
27,9,17.71,16.0,7.74,1436.5609741210938,791.1340026855469,26.0,26.0,-1,1471.870849609375,770.6080017089844,50.0,50.0,-1
27,8,24.04,24.27,11.91,1660.4937744140625,1087.8163452148438,26.0,26.0,-1,1861.541259765625,1101.8456420898438,50.0,50.0,-1
28,9,17.61,16.03,7.72,1432.7371520996094,792.1417541503906,26.0,26.0,-1,1466.7835693359375,769.5559234619141,50.0,50.0,-1
28,8,24.03,24.33,11.92,1660.1762084960938,1089.8124389648438,26.0,26.0,-1,1862.025146484375,1103.5472412109375,50.0,50.0,-1
29,9,17.52,16.05,7.71,1429.5047607421875,793.0458679199219,26.0,26.0,-1,1462.4716186523438,769.1697845458984,50.0,50.0,-1
29,8,24.03,24.39,11.91,1660.1567993164062,1092.2811889648438,26.0,26.0,-1,1862.5531005859373,1103.9938354492188,50.0,50.0,-1
30,9,17.44,16.06,7.71,1426.5271606445312,793.5027770996094,26.0,26.0,-1,1458.7713012695312,769.2543640136719,50.0,50.0,-1
30,8,24.04,24.46,11.9,1660.3260498046875,1094.5325927734375,26.0,26.0,-1,1864.5074462890625,1105.1773986816406,50.0,50.0,-1
31,9,17.37,16.09,7.7,1423.1698303222656,794.5572509765625,26.0,26.0,-1,1456.0582275390625,769.0979461669922,50.0,50.0,-1
31,8,24.05,24.52,11.89,1660.6989135742188,1096.9595947265625,26.0,26.0,-1,1866.6829223632808,1105.7172241210938,50.0,50.0,-1
32,9,17.3,16.12,7.69,1420.1336364746094,795.5971374511719,26.0,26.0,-1,1452.6806030273438,768.6433563232422,50.0,50.0,-1
32,8,24.05,24.59,11.88,1660.8119506835938,1099.3358764648438,26.0,26.0,-1,1867.2208862304688,1106.2342529296875,50.0,50.0,-1
33,9,17.21,16.14,7.67,1417.0507202148438,796.50390625,26.0,26.0,-1,1448.4500732421875,768.2555541992188,50.0,50.0,-1
33,8,24.04,24.63,11.87,1660.7161865234375,1100.9840698242188,26.0,26.0,-1,1867.2366333007808,1106.6969299316406,50.0,50.0,-1
34,9,17.13,16.16,7.66,1414.1573791503906,797.117919921875,26.0,26.0,-1,1443.9986572265625,767.7438659667969,50.0,50.0,-1
34,8,24.03,24.67,11.86,1660.1300048828125,1102.2604370117188,26.0,26.0,-1,1867.4913330078125,1106.7367248535156,50.0,50.0,-1
35,9,17.06,16.18,7.66,1411.1080322265625,797.8290100097656,26.0,26.0,-1,1441.6856689453125,767.5868377685547,50.0,50.0,-1
35,8,24.02,24.71,11.85,1659.81201171875,1104.0053100585938,26.0,26.0,-1,1867.0125122070312,1107.3137817382812,50.0,50.0,-1
36,9,16.98,16.21,7.64,1407.8731689453125,798.9154663085938,26.0,26.0,-1,1438.0297241210938,767.1789093017578,50.0,50.0,-1
36,8,24.0,24.76,11.85,1659.4012756347656,1105.6410522460938,26.0,26.0,-1,1866.688537597656,1107.778076171875,50.0,50.0,-1
37,9,16.97,16.27,7.63,1406.1724853515625,801.3158874511719,26.0,26.0,-1,1438.7658081054688,767.1403198242188,50.0,50.0,-1
37,8,23.99,24.81,11.84,1659.1500244140625,1107.5779418945312,26.0,26.0,-1,1866.969482421875,1108.6540222167969,50.0,50.0,-1
38,9,17.06,16.54,7.55,1408.575714111328,811.6861877441406,26.0,26.0,-1,1445.0861206054688,765.7968444824219,50.0,50.0,-1
38,8,23.98,24.85,11.84,1658.6540222167969,1109.1407470703125,26.0,26.0,-1,1867.2277221679688,1109.206787109375,50.0,50.0,-1
39,9,17.2,16.84,7.46,1415.1212158203125,823.4364624023438,26.0,26.0,-1,1451.6799926757812,764.3006896972656,50.0,50.0,-1
39,8,23.97,24.89,11.83,1658.4053649902344,1110.685546875,26.0,26.0,-1,1866.5552368164065,1109.547882080078,50.0,50.0,-1
40,9,17.35,17.02,7.4,1422.6229248046875,830.9418029785156,26.0,26.0,-1,1457.9119873046875,763.2179870605469,50.0,50.0,-1
40,8,23.96,24.94,11.82,1658.2392578125,1112.29931640625,26.0,26.0,-1,1867.0203857421875,1109.8819274902344,50.0,50.0,-1
41,9,17.43,17.19,7.36,1427.02392578125,837.7178649902344,26.0,26.0,-1,1461.6024780273438,762.70458984375,50.0,50.0,-1
41,8,23.95,24.98,11.82,1657.8639831542969,1113.75537109375,26.0,26.0,-1,1867.0791015625,1110.5785217285156,50.0,50.0,-1
42,9,17.5,17.37,7.29,1429.2933349609375,844.5410461425781,26.0,26.0,-1,1465.5933837890625,760.9661560058594,50.0,50.0,-1
42,8,23.93,25.02,11.81,1657.1903381347656,1115.4498291015625,26.0,26.0,-1,1865.6846923828125,1110.9354248046875,50.0,50.0,-1
43,9,17.55,17.54,7.23,1430.736297607422,851.3088989257812,26.0,26.0,-1,1470.1635131835938,759.9725189208984,50.0,50.0,-1
43,8,23.84,25.03,11.78,1654.5551147460938,1115.9480590820312,26.0,26.0,-1,1860.5335693359373,1109.1514587402344,50.0,50.0,-1
44,9,17.58,17.7,7.18,1432.0357360839844,857.8658142089844,26.0,26.0,-1,1471.8713989257812,759.0218505859375,50.0,50.0,-1
44,8,23.69,25.02,11.71,1649.096221923828,1116.1300659179688,26.0,26.0,-1,1851.917236328125,1104.9570922851562,50.0,50.0,-1
45,9,17.62,17.88,7.13,1433.189697265625,864.6990356445312,26.0,26.0,-1,1475.392822265625,758.06982421875,50.0,50.0,-1
45,8,23.57,24.99,11.66,1643.8201904296875,1114.808349609375,26.0,26.0,-1,1846.6832885742188,1101.4169921875,50.0,50.0,-1
46,9,17.64,18.02,7.1,1433.8807373046875,870.2212829589844,26.0,26.0,-1,1477.3770141601562,757.8899993896484,50.0,50.0,-1
46,8,23.46,24.95,11.6,1640.473602294922,1113.8309936523438,26.0,26.0,-1,1839.456970214844,1097.3820190429688,50.0,50.0,-1
47,9,17.68,18.17,7.06,1434.8499145507812,876.1714782714844,26.0,26.0,-1,1480.1154174804688,757.431640625,50.0,50.0,-1
47,8,23.38,24.96,11.56,1636.7188110351562,1114.1641235351562,26.0,26.0,-1,1835.7286987304688,1095.1402282714844,50.0,50.0,-1
48,9,17.7,18.31,7.03,1435.8790893554688,881.7790832519531,26.0,26.0,-1,1481.156494140625,757.2855987548828,50.0,50.0,-1
48,8,23.29,25.0,11.53,1634.0704956054688,1115.6758422851562,26.0,26.0,-1,1831.218811035156,1093.955596923828,50.0,50.0,-1
49,9,17.71,18.45,7.0,1436.61279296875,887.4476318359375,26.0,26.0,-1,1482.143310546875,756.9391021728516,50.0,50.0,-1
49,8,23.22,25.03,11.49,1631.1533813476562,1117.1676635742188,26.0,26.0,-1,1827.8302612304688,1092.2356567382812,50.0,50.0,-1
50,9,17.73,18.59,6.97,1437.3514709472656,892.7752685546876,26.0,26.0,-1,1484.2680053710938,756.5633544921875,50.0,50.0,-1
50,8,23.14,25.07,11.46,1628.407958984375,1118.5071411132812,26.0,26.0,-1,1824.079345703125,1091.2814025878906,50.0,50.0,-1
51,9,17.75,18.71,6.93,1438.2619018554688,897.888153076172,26.0,26.0,-1,1485.3976440429688,756.1543579101562,50.0,50.0,-1
51,8,23.08,25.12,11.44,1626.0420532226562,1120.4222412109375,26.0,26.0,-1,1821.1043701171875,1090.8755798339844,50.0,50.0,-1
52,9,17.77,18.85,6.9,1438.9589233398438,903.2071838378906,26.0,26.0,-1,1487.0313110351562,755.6613616943359,50.0,50.0,-1
52,8,23.0,25.16,11.41,1623.2843017578125,1122.0982666015625,26.0,26.0,-1,1817.1959228515625,1089.8250122070312,50.0,50.0,-1
53,9,17.79,18.96,6.87,1439.9508361816406,907.8815612792968,26.0,26.0,-1,1488.6592407226562,755.2931671142578,50.0,50.0,-1
53,8,22.94,25.21,11.38,1621.0533752441406,1123.9205932617188,26.0,26.0,-1,1814.1976318359373,1089.1926574707031,50.0,50.0,-1
54,9,17.82,19.08,6.84,1440.5808410644531,912.5950012207032,26.0,26.0,-1,1490.9511108398438,755.01171875,50.0,50.0,-1
54,8,22.87,25.25,11.37,1618.5587768554688,1125.6046142578125,26.0,26.0,-1,1810.5407104492188,1089.2553100585938,50.0,50.0,-1
55,9,17.84,19.18,6.82,1441.2614135742188,916.6026306152344,26.0,26.0,-1,1492.6837158203125,754.7508544921875,50.0,50.0,-1
55,8,22.79,25.3,11.33,1615.6813049316406,1127.5507202148438,26.0,26.0,-1,1807.1832275390625,1088.122314453125,50.0,50.0,-1
56,9,17.86,19.29,6.79,1442.4645080566406,920.9751892089844,26.0,26.0,-1,1494.4292602539062,754.4076080322266,50.0,50.0,-1
56,8,22.72,25.35,11.3,1613.299560546875,1129.3953857421875,26.0,26.0,-1,1804.1717529296875,1087.4197998046875,50.0,50.0,-1
57,9,17.88,19.4,6.77,1443.0198364257812,925.186004638672,26.0,26.0,-1,1496.022705078125,754.3296051025391,50.0,50.0,-1
57,8,22.67,25.39,11.29,1611.2636108398438,1131.141357421875,26.0,26.0,-1,1801.5390625,1087.267059326172,50.0,50.0,-1
58,9,17.9,19.49,6.75,1444.119659423828,928.9138793945312,26.0,26.0,-1,1497.2532958984375,753.9996795654297,50.0,50.0,-1
58,8,22.6,25.44,11.26,1608.7505493164062,1132.8640747070312,26.0,26.0,-1,1798.2119140625,1086.8230590820312,50.0,50.0,-1
59,9,17.92,19.59,6.74,1445.187744140625,932.9823303222656,26.0,26.0,-1,1498.7674560546875,754.5642395019531,50.0,50.0,-1
59,8,22.54,25.48,11.25,1606.8377990722656,1134.4615478515625,26.0,26.0,-1,1795.474609375,1086.7301940917969,50.0,50.0,-1
60,9,17.95,19.7,6.72,1445.9495544433594,937.3879699707032,26.0,26.0,-1,1501.0430908203125,754.6349334716797,50.0,50.0,-1
60,8,22.49,25.52,11.22,1605.1266784667969,1136.0776977539062,26.0,26.0,-1,1792.292907714844,1085.8375549316406,50.0,50.0,-1
61,9,17.97,19.8,6.7,1446.7946166992188,941.581024169922,26.0,26.0,-1,1502.2094116210938,754.4838714599609,50.0,50.0,-1
61,8,22.44,25.56,11.21,1603.2644958496094,1137.4927978515625,26.0,26.0,-1,1790.1536865234373,1085.7915649414062,50.0,50.0,-1
62,9,17.99,19.89,6.69,1447.6553955078125,945.1677856445312,26.0,26.0,-1,1503.567626953125,754.7623596191406,50.0,50.0,-1
62,8,22.38,25.6,11.19,1601.1123962402344,1139.0172119140625,26.0,26.0,-1,1787.446228027344,1085.7106018066406,50.0,50.0,-1
63,9,18.01,19.99,6.66,1448.5010375976562,948.909423828125,26.0,26.0,-1,1505.294921875,754.3027648925781,50.0,50.0,-1
63,8,22.34,25.63,11.18,1599.4493103027344,1140.4442749023438,26.0,26.0,-1,1785.064453125,1085.4533081054688,50.0,50.0,-1
64,9,18.02,20.07,6.65,1449.126434326172,952.157745361328,26.0,26.0,-1,1506.2086791992188,754.7204437255859,50.0,50.0,-1
64,8,22.28,25.67,11.16,1597.4987182617188,1141.9337158203125,26.0,26.0,-1,1782.49365234375,1085.1004028320312,50.0,50.0,-1
65,9,18.04,20.15,6.64,1449.9118041992188,955.6642150878906,26.0,26.0,-1,1507.6415405273438,754.9640960693359,50.0,50.0,-1
65,8,22.23,25.72,11.15,1595.3688049316406,1143.585205078125,26.0,26.0,-1,1779.7586059570312,1085.2529296875,50.0,50.0,-1
66,9,18.05,20.24,6.64,1450.5232238769531,959.2640380859376,26.0,26.0,-1,1508.6266479492188,755.5279693603516,50.0,50.0,-1
66,8,22.18,25.76,11.14,1593.660614013672,1145.1204833984375,26.0,26.0,-1,1777.6740112304688,1085.3368530273438,50.0,50.0,-1
67,9,18.07,20.34,6.62,1451.4630737304688,963.1543884277344,26.0,26.0,-1,1509.5928344726562,755.758056640625,50.0,50.0,-1
67,8,22.13,25.8,11.12,1591.8675842285156,1146.6376953125,26.0,26.0,-1,1775.1687622070312,1084.99853515625,50.0,50.0,-1
68,9,18.08,20.41,6.61,1451.9962768554688,966.144287109375,26.0,26.0,-1,1510.6456909179688,755.7665100097656,50.0,50.0,-1
68,8,22.08,25.82,11.1,1590.2921142578125,1147.63427734375,26.0,26.0,-1,1772.5479125976562,1084.6178588867188,50.0,50.0,-1
69,9,18.1,20.5,6.6,1452.4933471679688,969.4041137695312,26.0,26.0,-1,1511.8482055664062,756.3211364746094,50.0,50.0,-1
69,8,22.03,25.85,11.09,1588.2354431152344,1148.8131103515625,26.0,26.0,-1,1769.593994140625,1084.6955261230469,50.0,50.0,-1
70,9,18.11,20.58,6.6,1453.033447265625,972.804931640625,26.0,26.0,-1,1513.4348754882812,757.00146484375,50.0,50.0,-1
70,8,21.98,25.89,11.08,1586.3609924316406,1150.2823486328125,26.0,26.0,-1,1767.4620361328125,1084.2725524902344,50.0,50.0,-1
71,9,18.13,20.66,6.58,1453.6224670410156,975.7976379394532,26.0,26.0,-1,1514.7295532226562,756.6583709716797,50.0,50.0,-1
71,8,21.94,25.92,11.06,1584.9679260253906,1151.2776489257812,26.0,26.0,-1,1765.1403198242188,1083.9406127929688,50.0,50.0,-1
72,9,18.15,20.73,6.58,1454.238800048828,978.6448364257812,26.0,26.0,-1,1516.0562133789062,757.2735443115234,50.0,50.0,-1
72,8,21.89,25.95,11.05,1583.3650207519531,1152.5791015625,26.0,26.0,-1,1762.29248046875,1083.8103942871094,50.0,50.0,-1
73,9,18.16,20.81,6.56,1454.7673645019531,981.8359375,26.0,26.0,-1,1517.0199584960938,757.3055114746094,50.0,50.0,-1
73,8,21.85,25.97,11.04,1581.7063293457031,1153.4056396484375,26.0,26.0,-1,1760.8312377929688,1083.723114013672,50.0,50.0,-1
74,9,18.17,20.88,6.57,1455.1907958984375,984.6829223632812,26.0,26.0,-1,1518.0394897460938,758.374267578125,50.0,50.0,-1
74,8,21.81,26.0,11.03,1580.220672607422,1154.5616455078125,26.0,26.0,-1,1758.7182006835938,1083.8983154296875,50.0,50.0,-1
75,9,18.19,20.94,6.57,1455.6402893066406,987.1038208007812,26.0,26.0,-1,1519.4942626953125,759.1387939453125,50.0,50.0,-1
75,8,21.77,26.02,11.03,1578.9890747070312,1155.3419189453125,26.0,26.0,-1,1756.0098266601562,1083.9908142089844,50.0,50.0,-1
76,9,18.2,21.02,6.57,1456.139617919922,990.1510620117188,26.0,26.0,-1,1520.4951782226562,759.7670288085938,50.0,50.0,-1
76,8,21.72,26.06,11.02,1577.1722717285156,1156.7638549804688,26.0,26.0,-1,1754.042724609375,1084.159637451172,50.0,50.0,-1
77,9,18.21,21.09,6.57,1456.4146423339844,993.052703857422,26.0,26.0,-1,1521.378662109375,760.22802734375,50.0,50.0,-1
77,8,21.68,26.08,11.0,1575.7823181152344,1157.7041625976562,26.0,26.0,-1,1750.85693359375,1083.3833923339844,50.0,50.0,-1
78,9,18.22,21.15,6.56,1456.9693603515625,995.5932006835938,26.0,26.0,-1,1522.6295166015625,760.5916290283203,50.0,50.0,-1
78,8,21.64,26.11,10.99,1574.1234436035156,1158.5243530273438,26.0,26.0,-1,1749.4502563476562,1083.4053955078125,50.0,50.0,-1
79,9,18.23,21.22,6.56,1457.5086975097656,998.0617370605468,26.0,26.000000000000114,-1,1523.5751953125,761.0375366210938,50.0,50.0,-1
79,8,21.6,26.13,10.99,1572.779296875,1159.4893188476562,26.0,26.0,-1,1747.6815185546875,1083.7815246582031,50.0,50.0,-1
80,9,18.25,21.28,6.56,1458.0535583496094,1000.4442443847656,26.0,26.0,-1,1524.5872802734375,761.6601715087891,50.0,50.0,-1
80,8,21.56,26.17,10.98,1571.0390625,1160.7146606445312,26.0,26.0,-1,1745.3677978515625,1083.7630615234375,50.0,50.0,-1
81,9,18.26,21.35,6.55,1458.6705627441406,1003.3693542480468,26.0,26.000000000000114,-1,1525.3843994140625,762.1307678222656,50.0,50.0,-1
81,8,21.52,26.18,10.98,1569.68408203125,1161.3185424804688,26.0,26.0,-1,1743.5154418945312,1083.811981201172,50.0,50.0,-1
82,9,18.27,21.41,6.56,1458.9949951171875,1005.9229125976562,26.0,26.0,-1,1526.283447265625,763.1385650634766,50.0,50.0,-1
82,8,21.48,26.21,10.97,1567.9322509765625,1162.3681030273438,26.0,26.0,-1,1741.1915283203125,1083.6623229980469,50.0,50.0,-1
83,9,18.28,21.47,6.55,1459.3747253417969,1008.1680297851562,26.0,26.0,-1,1527.43310546875,763.2334594726562,50.0,50.0,-1
83,8,21.45,26.23,10.96,1566.8176574707031,1163.0856323242188,26.0,26.0,-1,1739.5247192382812,1083.7691955566406,50.0,50.0,-1
84,9,18.29,21.54,6.55,1459.7373657226562,1010.9414978027344,26.0,26.0,-1,1528.4921264648438,763.978515625,50.0,50.0,-1
84,8,21.41,26.26,10.95,1565.411163330078,1164.1165161132812,26.0,26.0,-1,1737.4537353515625,1083.7089233398438,50.0,50.0,-1
85,9,18.31,21.6,6.55,1460.3919677734375,1013.3836669921875,26.0,26.0,-1,1529.6043701171875,764.5755310058594,50.0,50.0,-1
85,8,21.37,26.28,10.96,1564.1926879882812,1164.9464721679688,26.0,26.0,-1,1735.1975708007812,1084.4004821777344,50.0,50.0,-1
86,9,18.31,21.66,6.55,1460.6688232421875,1015.7909851074221,26.0,26.0,-1,1530.3687133789062,765.2096557617188,50.0,50.0,-1
86,8,21.31,26.27,10.93,1562.5239868164062,1164.8154296875,26.0,26.0,-1,1730.1166381835938,1082.8874816894531,50.0,50.0,-1
87,9,18.39,21.71,6.56,1463.1922607421875,1017.5421447753906,26.0,26.0,-1,1534.9640502929688,766.4841918945312,50.0,50.0,-1
87,8,21.21,26.17,10.89,1559.991943359375,1161.567138671875,26.0,26.0,-1,1721.2156372070312,1078.1836547851562,50.0,50.0,-1
88,9,18.54,21.7,6.6,1470.3014221191406,1017.3724670410156,26.0,26.0,-1,1542.5994262695312,768.9220275878906,50.0,50.0,-1
88,8,21.13,25.98,10.84,1558.486572265625,1155.1868286132812,26.0,26.0,-1,1713.007080078125,1071.9127502441406,50.0,50.0,-1
89,9,18.68,21.74,6.63,1475.4607238769531,1018.8843078613279,26.0,26.0,-1,1550.5997924804688,770.8227996826172,50.0,50.0,-1
89,8,21.08,25.77,10.78,1557.3087768554688,1148.0861206054688,26.0,26.0,-1,1707.123779296875,1064.30908203125,50.0,50.0,-1
90,9,18.76,21.83,6.65,1478.9954833984375,1022.3436584472656,26.0,26.0,-1,1554.991455078125,773.2720336914062,50.0,50.0,-1
90,8,21.03,25.57,10.74,1555.3760986328125,1140.755615234375,26.0,26.0,-1,1702.2839965820312,1058.1175537109375,50.0,50.0,-1
91,9,18.84,21.93,6.68,1482.038330078125,1026.1449584960938,26.0,26.0,-1,1559.84765625,775.7563934326172,50.0,50.0,-1
91,8,20.97,25.41,10.69,1553.4628295898438,1135.4150390625,26.0,26.0,-1,1697.5227661132812,1052.237823486328,50.0,50.0,-1
92,9,18.91,22.03,6.71,1485.0368347167969,1029.9027709960938,26.0,26.0,-1,1564.439453125,778.7620849609375,50.0,50.0,-1
92,8,20.92,25.31,10.66,1552.1058654785156,1131.7330322265625,26.0,26.0,-1,1692.7301025390625,1048.1033020019531,50.0,50.0,-1
93,9,18.98,22.13,6.74,1487.9325256347656,1033.9119262695312,26.0,26.0,-1,1568.3718872070312,781.5021820068359,50.0,50.0,-1
93,8,20.85,25.21,10.62,1549.533447265625,1128.428466796875,26.0,26.0,-1,1688.0478515625,1044.5050048828125,50.0,50.0,-1
94,9,19.05,22.24,6.76,1490.2561645507812,1038.178466796875,26.0,26.0,-1,1573.8570556640625,783.6433258056641,50.0,50.0,-1
94,8,20.78,25.13,10.61,1546.922882080078,1125.5393676757812,26.0,26.0,-1,1682.9605712890625,1042.0010986328125,50.0,50.0,-1
95,9,19.12,22.33,6.79,1492.8717041015625,1041.3253479003906,26.0,26.0,-1,1578.0389404296875,786.1602783203125,50.0,50.0,-1
95,8,20.68,25.04,10.57,1542.9624633789062,1122.3901977539062,26.0,26.0,-1,1677.2632446289062,1038.3260192871094,50.0,50.0,-1
96,9,19.18,22.43,6.81,1495.3006286621094,1045.1174621582031,26.0,26.0,-1,1581.9728393554688,788.6709442138672,50.0,50.0,-1
96,8,20.6,24.98,10.55,1540.1686096191406,1120.1483154296875,26.0,26.0,-1,1670.8709716796875,1035.7445373535156,50.0,50.0,-1
