frame,id,3d_x,3d_y,3d_z,t_x,t_y,t_w,t_h,t_c,f_x,f_y,f_w,f_h,f_c
9,1,17.45,28.85,8.71,1417.5719604492188,1280.4137573242188,26.0,26.0,-1,1507.1171264648438,992.4835205078124,50.0,50.000000000000114,-1
10,2,20.27,28.45,7.95,1536.9801025390625,1275.837646484375,26.0,26.0,-1,1684.7086791992188,940.249481201172,50.0,50.0,-1
10,1,17.37,28.86,8.66,1414.7760620117188,1281.3132934570312,26.0,26.0,-1,1502.2655029296875,989.566162109375,50.0,50.0,-1
11,2,20.36,28.42,7.96,1540.3743286132812,1274.779296875,26.0,26.0,-1,1691.4740600585938,940.8288269042968,50.0,50.0,-1
11,1,17.28,28.84,8.61,1411.0074157714844,1280.9586181640625,26.0,26.0,-1,1496.4828491210938,986.2914428710938,50.0,50.0,-1
12,2,20.46,28.42,7.98,1543.6780700683594,1274.6644897460938,26.0,26.0,-1,1698.7109375,941.8297119140626,50.0,50.0,-1
12,1,17.18,28.82,8.57,1406.7914123535156,1280.4698486328125,26.0,26.0,-1,1489.842041015625,982.8306274414062,50.0,50.0,-1
13,2,20.54,28.43,8.0,1546.8607788085938,1274.936767578125,26.0,26.0,-1,1703.4844970703125,943.9943237304688,50.0,50.0,-1
13,1,17.06,28.79,8.51,1402.168975830078,1279.7485961914062,26.0,26.0,-1,1482.1658935546875,978.4891357421876,50.0,49.999999999999886,-1
14,2,20.62,28.45,8.03,1550.3946533203125,1275.5343627929688,26.0,26.0,-1,1709.1685791015625,946.0797119140624,50.0,50.0,-1
14,1,16.98,28.81,8.43,1399.218780517578,1281.2028198242188,26.0,26.0,-1,1476.5132446289062,973.8632202148438,50.0,50.0,-1
15,2,20.7,28.49,8.07,1553.1502380371094,1276.5203857421875,26.0,26.0,-1,1715.2479858398438,948.9569396972656,50.0,50.0,-1
15,1,16.94,28.86,8.34,1399.2725219726562,1284.41748046875,26.0,26.0,-1,1471.5574951171875,969.4190979003906,50.0,50.0,-1
16,2,20.78,28.51,8.1,1555.9453735351562,1277.3858032226562,26.0,26.0,-1,1719.9218139648438,951.6485290527344,50.0,50.0,-1
16,1,16.96,28.97,8.27,1401.051025390625,1289.56689453125,26.0,26.0,-1,1472.3902587890625,966.5642700195312,50.0,50.0,-1
17,2,20.85,28.55,8.13,1558.656707763672,1278.3057250976562,26.0,26.0,-1,1725.3854370117188,954.4520874023438,50.0,50.0,-1
17,1,16.99,28.98,8.22,1403.0552978515625,1290.2654418945312,26.0,26.0,-1,1472.80517578125,963.7045288085938,50.0,50.0,-1
18,2,20.93,28.57,8.16,1561.5025329589844,1278.89306640625,26.0,26.0,-1,1730.776123046875,956.885986328125,50.0,50.0,-1
18,1,17.1,28.95,8.17,1411.2141723632812,1290.3003540039062,26.0,26.0,-1,1474.2788696289062,960.280792236328,50.0,50.0,-1
19,2,21.0,28.59,8.2,1564.1575012207031,1279.5477294921875,26.0,26.0,-1,1736.5881958007812,960.0611877441406,50.0,50.0,-1
19,1,17.34,28.88,8.15,1422.5306396484375,1288.0509643554688,26.0,26.0,-1,1486.5972900390625,958.0860290527344,50.0,50.0,-1
20,2,21.07,28.62,8.25,1566.6284790039062,1280.1727905273438,26.0,26.0,-1,1741.1934814453125,963.3121643066406,50.0,50.0,-1
20,1,17.61,28.85,8.11,1431.170166015625,1287.459228515625,26.0,26.0,-1,1508.8739013671875,955.002471923828,50.0,50.0,-1
21,2,21.13,28.64,8.27,1569.0386962890625,1280.7250366210938,26.0,26.0,-1,1745.1282958984375,965.052001953125,50.0,50.0,-1
21,1,17.78,28.85,8.07,1438.7140197753906,1287.8521728515625,26.0,26.0,-1,1519.1461181640625,952.575164794922,50.0,50.0,-1
22,2,21.2,28.66,8.32,1571.5657653808594,1281.2234497070312,26.0,26.0,-1,1749.2369995117188,968.5772399902344,50.0,50.0,-1
22,1,17.94,28.87,8.04,1444.195343017578,1289.2732543945312,26.0,26.0,-1,1531.693359375,951.2931518554688,50.0,50.0,-1
23,2,21.25,28.67,8.35,1573.4832763671875,1281.3703002929688,26.0,26.0,-1,1753.365966796875,971.077178955078,50.0,50.0,-1
23,1,18.05,28.92,8.03,1448.3124389648438,1291.3363037109375,26.0,26.0,-1,1539.9635009765625,951.9294128417968,50.0,50.0,-1
24,2,21.32,28.69,8.39,1575.4440307617188,1281.7996826171875,26.0,26.0,-1,1758.4088745117188,973.7520751953124,50.0,50.0,-1
24,1,18.15,28.92,8.05,1451.451904296875,1291.2532348632812,26.0,26.0,-1,1547.4035034179688,952.86328125,50.0,50.0,-1
25,2,21.38,28.71,8.42,1577.7250366210938,1282.2504272460938,26.0,26.0,-1,1762.9065551757812,976.348663330078,50.0,50.000000000000114,-1
25,1,18.21,28.92,8.04,1454.2256774902344,1291.3724365234375,26.0,26.0,-1,1551.7794799804688,952.521728515625,50.0,50.0,-1
26,2,21.44,28.73,8.46,1580.0011291503906,1282.7919921875,26.0,26.0,-1,1766.2974243164062,979.1863403320312,50.0,50.0,-1
26,1,18.27,28.92,8.04,1456.6278686523438,1291.295654296875,26.0,26.0,-1,1555.2875366210938,952.2920532226562,50.0,50.0,-1
27,2,21.48,28.75,8.49,1581.8951416015625,1283.1726684570312,26.0,26.0,-1,1769.4175415039062,981.4119567871094,50.0,50.0,-1
27,1,18.33,28.93,8.04,1458.5927734375,1291.5172729492188,26.0,26.0,-1,1560.1875610351562,952.6749267578124,50.0,50.0,-1
28,2,21.54,28.76,8.53,1583.70458984375,1283.389892578125,26.0,26.0,-1,1773.1321411132812,984.328582763672,50.0,49.999999999999886,-1
28,1,18.38,28.93,8.05,1460.3919677734375,1291.4966430664062,26.0,26.0,-1,1563.3773803710938,953.3025817871094,50.0,50.0,-1
29,2,21.6,28.78,8.56,1586.3468933105469,1284.059326171875,26.0,26.0,-1,1776.8746948242188,986.7770080566406,50.0,50.0,-1
29,1,18.42,28.91,8.06,1462.5762329101562,1290.7925415039062,26.0,26.0,-1,1565.3960571289062,954.052764892578,50.0,50.0,-1
30,2,21.66,28.81,8.59,1588.1085205078125,1284.6622924804688,26.0,26.0,-1,1781.8983154296875,989.0723876953124,50.0,50.000000000000114,-1
30,1,18.48,28.86,8.1,1464.638641357422,1288.4458618164062,26.0,26.0,-1,1569.33154296875,955.7041015625,50.0,50.0,-1
31,2,21.71,28.84,8.64,1589.4580078125,1285.4337768554688,26.0,26.0,-1,1785.9637451171875,992.7630004882812,50.0,50.0,-1
31,1,18.54,28.83,8.14,1467.2679443359375,1287.1023559570312,26.0,26.0,-1,1573.0760498046875,957.6080932617188,50.0,50.0,-1
32,2,21.67,28.93,8.65,1586.4743041992188,1288.3228759765625,26.0,26.0,-1,1787.0482788085935,994.900390625,50.0,50.0,-1
32,1,18.63,28.8,8.17,1470.193328857422,1285.684814453125,26.0,26.0,-1,1578.93017578125,958.8241271972656,50.0,50.0,-1
33,2,21.59,28.96,8.74,1582.0590209960938,1288.3021850585938,26.0,26.0,-1,1783.1170043945312,1000.9508666992188,50.0,50.0,-1
33,1,18.7,28.8,8.17,1472.5965576171875,1285.720458984375,26.0,26.0,-1,1584.3963012695312,959.1446228027344,50.0,50.0,-1
34,2,21.48,28.95,8.86,1575.8522338867188,1286.15771484375,26.0,26.0,-1,1778.042724609375,1008.3026428222656,50.0,50.0,-1
34,1,18.76,28.82,8.21,1475.100555419922,1286.3012084960938,26.0,26.0,-1,1587.8314208984375,961.9488220214844,50.0,50.0,-1
35,2,21.3,28.95,8.97,1567.5728149414062,1284.7665405273438,26.0,26.0,-1,1766.6369018554688,1014.5510559082031,50.0,50.0,-1
35,1,18.8,28.85,8.24,1476.8952026367188,1287.0880126953125,26.0,26.0,-1,1590.8887329101562,964.2769775390626,50.0,50.0,-1
36,2,21.09,28.92,9.07,1559.1817626953125,1282.6342163085938,26.0,26.0,-1,1751.4866333007812,1020.1234130859375,50.0,50.0,-1
36,1,18.85,28.9,8.26,1478.4114074707031,1288.5718383789062,26.0,26.0,-1,1595.530029296875,966.8620910644532,50.0,50.0,-1
37,2,20.9,28.88,9.13,1551.8112182617188,1280.3795776367188,26.0,26.0,-1,1737.236572265625,1023.0345153808594,50.0,50.0,-1
37,1,18.9,28.92,8.31,1480.0560607910156,1288.8407592773438,26.0,26.0,-1,1599.3285522460938,970.3063659667968,50.0,50.0,-1
38,2,20.75,28.85,9.16,1546.3590393066406,1278.8500366210938,26.0,26.0,-1,1725.3838500976562,1024.1758422851562,50.0,50.0,-1
38,1,18.96,28.92,8.37,1481.4452514648438,1288.4168090820312,26.0,26.0,-1,1603.4459228515625,974.3419494628906,50.0,50.0,-1
39,2,20.62,28.83,9.17,1541.5894470214844,1278.2080078125,26.0,26.0,-1,1715.9461059570312,1024.751495361328,50.0,50.0,-1
39,1,19.0,28.92,8.44,1482.7601623535156,1287.8427124023438,26.0,26.0,-1,1606.4682006835938,978.8064575195312,50.0,50.0,-1
40,2,20.54,28.83,9.19,1538.3455505371094,1277.8594360351562,26.0,26.0,-1,1709.8847045898438,1025.7398071289062,50.0,50.0,-1
40,1,19.03,28.93,8.51,1483.9035949707031,1287.4039916992188,26.0,26.0,-1,1608.2950439453125,983.3578186035156,50.0,50.0,-1
41,2,20.46,28.82,9.2,1535.6827697753906,1277.5192260742188,26.0,26.0,-1,1704.3056640625,1026.0334777832031,50.0,50.0,-1
41,1,19.07,28.93,8.58,1485.1414794921875,1286.7614135742188,26.0,26.0,-1,1610.964599609375,987.7481079101562,50.0,50.0,-1
42,2,20.4,28.83,9.22,1533.6287231445312,1277.357177734375,26.0,26.0,-1,1699.5977172851562,1027.3929748535156,50.0,50.0,-1
42,1,19.1,28.94,8.63,1486.5744018554688,1286.8374633789062,26.0,26.0,-1,1612.6354370117188,991.0874938964844,50.0,50.0,-1
43,2,20.35,28.84,9.24,1531.7102355957031,1277.6383056640625,26.0,26.0,-1,1696.2905883789062,1028.71240234375,50.0,50.0,-1
43,1,19.14,28.95,8.66,1487.8329162597656,1286.71630859375,26.0,26.0,-1,1614.64892578125,993.3200073242188,50.0,50.0,-1
44,2,20.3,28.87,9.26,1529.3343811035156,1278.4348754882812,26.0,26.0,-1,1693.2870483398438,1030.8283081054688,50.0,50.0,-1
44,1,19.17,28.95,8.69,1489.598876953125,1286.4523315429688,26.0,26.0,-1,1616.6685180664062,995.3778381347656,50.0,50.0,-1
45,2,20.26,28.9,9.28,1527.5199279785156,1279.4954223632812,26.0,26.0,-1,1690.8857421875,1032.7813720703125,50.0,50.0,-1
45,1,19.21,28.95,8.72,1491.0719604492188,1286.1914672851562,26.0,26.0,-1,1619.2227783203125,997.56298828125,50.0,50.0,-1
46,2,20.21,28.94,9.29,1525.7411193847656,1280.7998657226562,26.0,26.0,-1,1688.22607421875,1033.6085815429688,50.0,50.0,-1
46,1,19.26,28.95,8.76,1492.875244140625,1286.250732421875,26.0,26.0,-1,1622.2383422851562,999.7298278808594,50.0,50.0,-1
47,2,20.17,28.97,9.31,1524.0374145507812,1281.5955810546875,26.0,26.0,-1,1686.1474609375,1035.4447326660156,50.0,50.0,-1
47,1,19.32,28.94,8.79,1495.6029052734375,1285.5430908203125,26.0,26.0,-1,1625.1754760742188,1001.5536499023438,50.0,50.0,-1
48,1,19.39,28.94,8.82,1497.9898681640625,1285.3845825195312,26.0,26.0,-1,1630.0455932617188,1003.4608764648438,50.0,50.0,-1
52,1,19.53,28.9,9.01,1500.9158020019531,1281.702392578125,26.0,26.0,-1,1641.4249267578125,1015.1755065917969,50.0,50.0,-1
53,2,19.72,28.37,9.76,1505.0099182128906,1254.2378540039062,26.0,26.0,-1,1648.7369384765625,1050.4720458984375,50.0,50.0,-1
54,2,19.67,28.32,9.81,1505.4460754394531,1252.359375,26.0,26.0,-1,1640.4790649414062,1052.9129333496094,50.0,50.0,-1
55,2,19.6,28.29,9.87,1503.2566528320312,1250.9088745117188,26.0,26.0,-1,1633.9019775390625,1056.0734252929688,50.0,50.0,-1
56,2,19.48,28.24,9.94,1498.083740234375,1248.1881103515625,26.0,26.0,-1,1626.0869140625,1058.9966430664062,50.0,50.0,-1
57,2,19.34,28.26,9.99,1491.2320861816406,1248.0731811523438,26.0,26.0,-1,1619.570556640625,1062.1232299804688,50.0,50.0,-1
58,2,19.26,28.29,10.03,1488.6051025390625,1248.9208374023438,26.0,26.0,-1,1613.7806396484375,1064.8367614746094,50.0,50.0,-1
59,2,19.09,28.42,10.04,1479.755889892578,1252.982421875,26.0,26.0,-1,1607.8843383789062,1067.6565551757812,50.0,50.0,-1
60,2,19.22,28.99,9.88,1495.8292846679688,1277.735595703125,26.0,26.0,-1,1601.8411254882812,1070.962371826172,50.0,50.0,-1
61,2,18.91,28.43,10.11,1471.6631469726562,1252.7161865234375,26.0,26.0,-1,1597.8828125,1072.2077331542969,50.0,50.0,-1
61,1,19.64,28.94,9.55,1503.0836486816406,1277.861572265625,26.0,26.0,-1,1647.8513793945312,1049.7255859375,50.0,50.0,-1
62,2,18.84,28.45,10.15,1468.9595947265625,1252.9915161132812,26.0,26.0,-1,1591.9949951171875,1075.1454162597656,50.0,50.0,-1
62,1,19.78,28.96,9.74,1510.2659912109375,1277.5510864257812,26.0,26.0,-1,1653.328125,1062.176788330078,50.0,50.0,-1
63,2,18.76,28.46,10.2,1465.8269348144531,1252.8623657226562,26.0,26.0,-1,1586.777587890625,1077.9896240234375,50.0,50.0,-1
63,1,19.96,28.96,9.85,1516.812469482422,1276.5435791015625,26.0,26.0,-1,1664.8405151367188,1068.9811401367188,50.0,50.0,-1
64,2,18.7,28.46,10.24,1463.6256408691406,1252.3715209960938,26.0,26.0,-1,1583.2653198242188,1080.4620666503906,50.0,50.0,-1
64,1,20.11,28.95,9.95,1521.9230346679688,1275.4114379882812,26.0,26.0,-1,1674.7115478515625,1074.9087829589844,50.0,50.0,-1
65,2,18.63,28.46,10.3,1461.2677307128906,1251.71337890625,26.0,26.0,-1,1577.9994506835938,1083.818878173828,50.0,50.0,-1
65,1,20.25,28.97,10.02,1527.1960144042969,1275.3786010742188,26.0,26.0,-1,1683.9722900390625,1080.0179443359375,50.0,50.0,-1
66,2,18.58,28.46,10.34,1459.9428100585938,1251.558349609375,26.0,26.0,-1,1573.3838500976562,1086.9396667480469,50.0,50.0,-1
66,1,20.36,28.96,10.09,1530.9869689941406,1274.6731567382812,26.0,26.0,-1,1690.7695922851562,1084.3871459960938,50.0,50.0,-1
67,2,18.53,28.47,10.42,1457.9637451171875,1251.0593872070312,26.0,26.0,-1,1569.4695434570312,1091.6835327148438,50.0,50.0,-1
67,1,20.48,28.95,10.17,1535.3854370117188,1273.6041870117188,26.0,26.0,-1,1698.4375,1089.0363159179688,50.0,50.0,-1
68,2,18.48,28.48,10.46,1456.551727294922,1251.1934204101562,26.0,26.0,-1,1564.3299560546875,1094.346649169922,50.0,50.0,-1
68,1,20.6,28.93,10.28,1539.9388122558594,1272.0675048828125,26.0,26.0,-1,1705.0785522460938,1095.4835815429688,50.0,50.0,-1
69,2,18.5,28.55,10.49,1459.3492736816406,1253.7960205078125,26.0,26.0,-1,1562.5187377929688,1097.9212646484375,50.0,50.0,-1
69,1,20.75,28.91,10.35,1546.045867919922,1270.6666259765625,26.0,26.0,-1,1713.31201171875,1099.4613647460938,50.0,50.0,-1
70,2,18.62,28.67,10.57,1465.2942199707031,1258.1241455078125,26.0,26.0,-1,1568.296630859375,1105.3519287109375,50.0,50.0,-1
70,1,20.89,28.88,10.4,1551.8775024414062,1269.5317993164062,26.0,26.0,-1,1721.0421142578125,1102.2872619628906,50.0,50.0,-1
71,2,18.79,28.78,10.67,1471.71337890625,1261.186279296875,26.0,26.0,-1,1579.3590087890625,1114.2328491210938,50.0,50.0,-1
71,1,21.02,28.87,10.43,1556.572296142578,1268.9940185546875,26.0,26.0,-1,1729.7526245117188,1104.0985717773438,50.0,50.0,-1
72,2,18.97,28.79,10.77,1478.3287963867188,1261.00830078125,26.0,26.0,-1,1591.6903686523438,1120.787353515625,50.0,50.0,-1
72,1,21.18,28.88,10.45,1561.9420776367188,1268.9683837890625,26.0,26.0,-1,1741.4395141601562,1105.3131713867188,50.0,50.0,-1
73,2,19.14,28.81,10.86,1483.5462036132812,1260.9122314453125,26.0,26.0,-1,1604.1090698242188,1126.4445190429688,50.0,50.0,-1
73,1,21.3,28.9,10.48,1566.1505126953125,1269.5933837890625,26.0,26.0,-1,1749.3042602539062,1107.5520935058594,50.0,50.0,-1
74,2,19.26,28.84,10.93,1487.631103515625,1261.557861328125,26.0,26.0,-1,1612.7864379882812,1131.476806640625,50.0,50.0,-1
74,1,21.41,28.93,10.5,1570.5617370605469,1270.9369506835938,26.0,26.0,-1,1756.2491455078125,1109.7716674804688,50.0,50.0,-1
75,2,19.35,28.84,11.0,1490.144012451172,1260.8675537109375,26.0,26.0,-1,1619.0874633789062,1136.0993041992188,50.0,50.0,-1
75,1,21.53,28.96,10.54,1574.9722900390625,1271.52734375,26.0,26.0,-1,1764.860595703125,1113.0718383789062,50.0,50.0,-1
76,2,19.42,28.86,11.05,1492.628448486328,1260.9711303710938,26.0,26.0,-1,1624.2662353515625,1139.6484985351562,50.0,50.0,-1
76,1,21.66,28.95,10.59,1579.3417053222656,1270.9365234375,26.0,26.0,-1,1773.191650390625,1116.1540832519531,50.0,50.0,-1
77,2,19.47,28.86,11.11,1493.8924865722656,1260.605224609375,26.0,26.0,-1,1627.4965209960938,1142.839324951172,50.0,50.0,-1
77,1,21.78,28.92,10.63,1583.8748779296875,1269.517822265625,26.0,26.0,-1,1780.9458618164065,1117.8794860839844,50.0,50.0,-1
78,2,19.51,28.86,11.15,1495.0217895507812,1260.2758178710938,26.0,26.0,-1,1630.2864379882812,1145.8264770507812,50.0,50.0,-1
78,1,21.91,28.89,10.67,1588.6199951171875,1267.96630859375,26.0,26.0,-1,1788.3351440429688,1119.5846557617188,50.0,50.0,-1
79,2,19.53,28.89,11.19,1495.9303894042969,1261.0181274414062,26.0,26.0,-1,1632.328369140625,1148.524871826172,50.0,50.0,-1
79,1,22.01,28.87,10.69,1592.8522033691406,1267.3862915039062,26.0,26.0,-1,1793.5206909179688,1121.050048828125,50.0,50.0,-1
80,2,19.57,28.91,11.23,1496.7650451660156,1261.2229614257812,26.0,26.0,-1,1634.8442993164062,1151.2384643554688,50.0,50.0,-1
80,1,22.12,28.86,10.7,1597.0511169433594,1267.1930541992188,26.0,26.0,-1,1800.44677734375,1121.5154113769531,50.0,50.0,-1
81,2,19.59,28.93,11.26,1497.6560974121094,1261.692626953125,26.0,26.0,-1,1636.1954956054688,1153.6687316894531,50.0,50.0,-1
81,1,22.21,28.87,10.7,1600.7715759277344,1267.7923583984375,26.0,26.0,-1,1806.0289306640625,1121.928741455078,50.0,50.0,-1
82,2,19.62,28.91,11.3,1498.966064453125,1260.8135986328125,26.0,26.0,-1,1637.3566284179688,1155.6231689453125,50.0,50.0,-1
82,1,22.29,28.9,10.68,1603.653076171875,1268.8953247070312,26.0,26.0,-1,1812.5994873046875,1121.2490234375,50.0,50.0,-1
83,2,19.74,28.83,11.37,1503.6593017578125,1257.1798706054688,26.0,26.0,-1,1642.9853515625,1158.3433532714844,50.0,50.0,-1
83,1,22.37,28.94,10.69,1606.5464477539062,1270.3594360351562,26.0,26.0,-1,1817.5739135742188,1122.690887451172,50.0,50.0,-1
84,2,19.87,28.71,11.45,1508.307159423828,1252.431884765625,26.0,26.0,-1,1650.1986083984375,1160.41259765625,50.0,50.0,-1
84,1,22.45,28.95,10.7,1609.2087707519531,1270.7405395507812,26.0,26.0,-1,1823.455017089844,1123.7986450195312,50.0,50.0,-1
85,2,19.95,28.64,11.52,1512.3253784179688,1249.2783813476562,26.0,26.0,-1,1652.5404663085938,1163.0290222167969,50.0,50.0,-1
85,1,22.5,28.94,10.68,1611.4249877929688,1270.546142578125,26.0,26.0,-1,1827.3571166992188,1122.6279907226562,50.0,50.0,-1
86,2,20.04,28.59,11.57,1515.4512329101562,1247.3235473632812,26.0,26.0,-1,1657.5833740234375,1164.855987548828,50.0,50.0,-1
86,1,22.57,28.91,10.67,1613.7418212890625,1269.7263793945312,26.0,26.0,-1,1831.9138793945312,1120.9009399414062,50.0,50.0,-1
87,2,20.12,28.54,11.6,1519.0529174804688,1245.4594116210938,26.0,26.0,-1,1661.7146606445312,1165.8157958984375,50.0,50.0,-1
87,1,22.66,28.86,10.66,1617.7330627441406,1268.2157592773438,26.0,26.0,-1,1835.6597900390625,1119.680145263672,50.0,50.0,-1
88,2,20.23,28.55,11.62,1522.482666015625,1245.6184692382812,26.0,26.0,-1,1668.625732421875,1167.259246826172,50.0,50.0,-1
88,1,22.77,28.8,10.64,1622.2705993652344,1266.0545654296875,26.0,26.0,-1,1841.70751953125,1117.2174682617188,50.0,50.0,-1
89,2,20.3,28.58,11.64,1525.4512329101562,1246.7530517578125,26.0,26.0,-1,1673.7008666992188,1169.072784423828,50.0,50.0,-1
89,1,22.89,28.74,10.63,1626.7882080078125,1263.9025268554688,26.0,26.0,-1,1849.367431640625,1115.447296142578,50.0,50.0,-1
90,2,20.39,28.62,11.63,1528.6941528320312,1248.3682861328125,26.0,26.0,-1,1679.1220092773438,1169.624267578125,50.0,50.0,-1
90,1,23.01,28.7,10.6,1631.1630249023438,1262.8161010742188,26.0,26.0,-1,1857.016845703125,1112.8990478515625,50.0,50.0,-1
91,2,20.48,28.67,11.64,1532.1921997070312,1250.1420288085938,26.0,26.0,-1,1685.3672485351562,1171.6280517578125,50.0,50.0,-1
91,1,23.11,28.68,10.56,1635.4474182128906,1262.6934204101562,26.0,26.0,-1,1863.572998046875,1110.0765991210938,50.0,50.0,-1
92,2,20.57,28.74,11.65,1535.7989196777344,1252.5578002929688,26.0,26.0,-1,1692.3065185546875,1173.3927001953125,50.0,50.0,-1
92,1,23.21,28.68,10.51,1639.3203125,1263.2149658203125,26.0,26.0,-1,1869.8412475585935,1107.138916015625,50.0,50.0,-1
93,2,20.67,28.78,11.64,1539.1549682617188,1254.3860473632812,26.0,26.0,-1,1699.27734375,1173.936065673828,50.0,50.0,-1
93,1,23.29,28.7,10.46,1642.6437072753906,1264.4249267578125,26.0,26.0,-1,1876.086669921875,1104.9061279296875,50.0,50.0,-1
94,2,20.76,28.82,11.63,1542.9600219726562,1256.0978393554688,26.0,26.0,-1,1705.58203125,1174.6008605957031,50.0,50.0,-1
94,1,23.38,28.73,10.43,1646.1043090820312,1265.87109375,26.0,26.0,-1,1882.9232788085935,1103.7325134277344,50.0,50.0,-1
95,2,20.86,28.85,11.63,1546.6053466796875,1257.2933349609375,26.0,26.0,-1,1712.67431640625,1175.302703857422,50.0,50.0,-1
95,1,23.45,28.76,10.41,1648.96826171875,1267.3139038085938,26.0,26.0,-1,1888.197265625,1103.1614379882812,50.0,50.0,-1
96,2,20.98,28.87,11.62,1550.5399169921875,1258.0699462890625,26.0,26.0,-1,1720.4447631835938,1175.5911865234375,50.0,50.0,-1
96,1,23.51,28.79,10.38,1650.7178649902344,1268.5970458984375,26.0,26.0,-1,1894.335998535156,1101.7896728515625,50.0,50.0,-1
97,2,21.08,28.89,11.62,1554.5029907226562,1258.81982421875,26.0,26.0,-1,1726.6961669921875,1176.013702392578,50.0,50.0,-1
97,1,23.56,28.85,10.35,1652.741668701172,1271.090576171875,26.0,26.0,-1,1898.3887939453125,1101.097198486328,50.0,50.0,-1
98,2,21.17,28.89,11.62,1557.8115234375,1258.9598388671875,26.0,26.0,-1,1733.25439453125,1176.3716430664062,50.0,50.0,-1
98,1,23.58,28.9,10.3,1653.8280334472656,1273.5570068359375,26.0,26.0,-1,1901.135803222656,1099.5665588378906,50.0,50.0,-1
99,2,21.27,28.91,11.63,1561.1851806640625,1259.7415161132812,26.0,26.0,-1,1740.4856567382812,1177.2056579589844,50.0,50.0,-1
99,1,23.61,28.93,10.26,1654.7716064453125,1274.896484375,26.0,26.0,-1,1904.5338134765625,1097.4201354980469,50.0,50.0,-1
100,2,21.35,28.94,11.6,1564.2162475585938,1260.9002075195312,26.0,26.0,-1,1746.9284057617188,1176.3402709960938,50.0,50.0,-1
100,1,23.64,28.92,10.23,1655.992919921875,1274.916015625,26.0,26.0,-1,1906.5763549804688,1095.7933959960938,50.0,50.0,-1
101,2,21.42,28.96,11.59,1567.1634521484375,1261.9244995117188,26.0,26.0,-1,1751.1839599609375,1176.4790649414062,50.0,50.0,-1
101,1,23.67,28.91,10.18,1657.1378173828125,1274.9400024414062,26.0,26.0,-1,1909.0191040039065,1092.3135375976562,50.0,50.0,-1
102,2,21.51,28.96,11.55,1569.9963989257812,1262.5005493164062,26.0,26.0,-1,1757.6155395507812,1173.9988708496094,50.0,50.0,-1
102,1,23.72,28.89,10.12,1659.3031311035156,1274.717041015625,26.0,26.0,-1,1913.1612548828125,1088.3894348144531,50.0,50.0,-1
103,2,21.59,28.94,11.52,1573.1253051757812,1261.917724609375,26.0,26.0,-1,1762.756591796875,1171.656982421875,50.0,50.0,-1
103,1,23.79,28.88,10.08,1662.3965759277344,1275.1812133789062,26.0,26.0,-1,1917.158142089844,1085.676788330078,50.0,50.0,-1
104,2,21.69,28.87,11.47,1577.0348510742188,1260.0431518554688,26.0,26.0,-1,1769.0667114257812,1167.0856323242188,50.0,50.0,-1
